"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"119353319516","15 febrero 2021 11:01:41","Sugerencia","SI","No encontre lo que buscaba (PAGO DEL IMPUESTO PREDIAL UNIFICADO - APP): Buen dia, no he podido obtener la factura para pagar el impuesto predial de la propiedad que tengo en el Condominio Santa Ana, consulto la página que dice impuesto predial y sale una imagen que no se encuentra activa.","Cerrada","NO","FeedBack"
"119344150901","15 febrero 2021 10:53:39","Solicitud de información","NO","Buenas tardes necesito informacion de un predio ubicado en flandes a que numero debo comunicarme 

muchas gracias

nirza pelaez
cel 3008948926","Cerrada","NO","PQRDS"
"119333832006","15 febrero 2021 10:42:51","Sugerencia","SI","Solicitamos una ambulancia urgente a las 8am y son las 10:40 y no llegan, habiendo confirmado envío hace más de 20 minutos","Cerrada","NO","Chat"
"119328086206","15 febrero 2021 10:34:35","Sugerencia","SI","informacin solicitu predio","Cerrada","NO","Chat"
"119319991106","15 febrero 2021 10:22:36","Sugerencia","SI","Les quedó grande habilitar una página para lo del predial que ineptitud tecnológica","Cerrada","NO","Chat"
"119301947106","15 febrero 2021 10:01:46","Sugerencia","SI","Necesito descargar el resivo del impuesto y no veo como","Cerrada","NO","Chat"
"119295720016","15 febrero 2021 09:44:51","Sugerencia","SI","No encontre lo que buscaba (Información general): Buenos días , quiero descargar y pagar el impuesto predial , pero no es posible en su pagina","Cerrada","NO","FeedBack"
"119284563106","15 febrero 2021 09:35:35","Sugerencia","SI","Buenos dias, me dirijo a ustedes para que me diligencien el formulario de mejoramiento de vivienda rural ya que en la pagina ingresada no lo encuentro que pena con ustedes me puedes ayudar gracias...","Cerrada","NO","Chat"
"119274753802","15 febrero 2021 09:27:46","Petición","NO","Solicitamos muy cordialmente arreglar la via o por lo menos reparo provisional de una volquetada de recebo ya que el ingreso para la zona del antiguo Hotel iqueima campestre cada vez es mas dificil, nos sentimos abandonados por la administracion municipal , nostroa tamiben pagamos impuesto predial y no vemos que este sector avance en algo, por el contrario esta en un abandono total por parte de la alcaldia de turno y no tienen en cuenta ni la seguridad de esta zona, como tampoco vemos que existan algun plan verdadero de recuperacion de esta zona, llevamos 60 años en este sector y se a evidenciado que los gobernantes no miran hacia este sector como un sector que le puede dar un desarrollo importante a flandes y la region que otrora fue una zona de desarrollo de la region de girardot y flandes donde aterrizaban hidroaviones y en el hotel iqueima campestre se realizaban muchos eventos importantes, ademas este sector es muy importante ya que  se encuentra muy cercano al aeropuerto, solicitamos de rodillas y de manera URGENTE UNA VOLQUETADA DE RECEBO en la curva donde se entra a este sector. gracias de antemano por su colaboracion","Cerrada","NO","PQRDS"
"119266337304","15 febrero 2021 09:25:43","Reclamo","NO","Mi queja radica en que es imposible comunicarse con la alcaldia y con ninguna de sus dependencias. Atraves de ningun medio
Mas aun cuando todos queremos conocer y pagar el.impuesto predial del 2021.
La pagina no funciona y jamas esta en linea la aplicacion. Como podremos cumplir con nuestras obligaciones si no vay herramientas que lo faciliten?","Cerrada","NO","PQRDS"
"119257843806","15 febrero 2021 09:09:45","Sugerencia","SI","Necesito saber por que medio puedo para el impùesto de industria y comercio desde bogota.","Cerrada","NO","Chat"
"119245970802","14 febrero 2021 08:14:40","Petición","NO","Por favor solicito copia de mi factura de Impuesto Predial para el año 2021.
Factura de cobro Numero 2021008915
Cedula Catastral No. 01-03-0155-0108-801
Dirección Manzana G casa 9 Quintas de San Esteban

Nota: Anexo copia del recibo de impuesto del año pasado para más información.","Cerrada","NO","PQRDS"
"119239100406","13 febrero 2021 05:59:43","Sugerencia","SI","ES POSIBLE PAGAR EL IMPUESTO DE FLANDES CON TARJETA DE CREDITO?","Cerrada","NO","Chat"
"119223241002","12 febrero 2021 05:01:47","Petición","NO","En el día de ayer recibí en Flandes la factura del impuesto predial No. 2021014312 por valor total de $1.401.100. del predio ubicado en el Condominio Pakistán II, Manzana 5 Casa 9. En dicha factura me están cobrando nuevamente el impuesto predial del año 2020, el cual cancelé el 22 de octubre de 2020 por valor de $713.800. 
Por lo tanto, les solicito el favor de expedirme una nueva factura y remitirla a mi correo electrónico para poder cancelar antes del 28 de febrero del presente año en Bogotá.
Igualmente anexo archivo con el comprobante de pago que arrojó el sistema al realizar este pago. La factura cancelada tiene el número 78255

Muchas gracias","Cerrada","NO","PQRDS"
"118465279806","05 febrero 2021 10:48:52","Sugerencia","SI","Hola, Ni la sede electrónica ni la TramiApp sirven para pagar el Impuesto predial ¿Cómo puedo hacer?","Cerrada","NO","Chat"
"119212035501","12 febrero 2021 04:18:41","Solicitud de información","NO","Buen día 

Solicito amablemente información acerca de que subsidios de educación o programas gratuitos que manejen por favor para después de ser bachiller, cursos en general, técnicos ,  carreras universitarias o pregrados en cualquier área o ámbito por favor  ya que ha sido imposible la comunicación con ustedes.
Muchas gracias por su ayuda y su pronta respuesta.","Cerrada","NO","PQRDS"
"119205483416","12 febrero 2021 04:10:13","Sugerencia","SI","No encontre lo que buscaba (CURSO VIRTUAL DE PROGRAMACIÓN): Hola son tan amables de darme informacion si manejan algun tipo de subsidio educativo para cursos, carreras universitarias, tecnicos, despues de haber cursado el bachillerato de cualqueir area  por favor, gracias","Cerrada","NO","FeedBack"
"119197666406","12 febrero 2021 03:55:46","Sugerencia","SI","Buenas tardes
Me presento María Cristina Cuesta Rodríguez 
Nos encontratos haciendo un juicio de sucecion para esto sabemos que mi madre antes de morir había adquirido un lote en Flandes;en estos momentos no sabemos dónde se encuentra ubicado. Queremos saber algo de este lote para ponerlo al día con los impuestos y poderlo legalizar solo sabemos que está ubicado en canales 2 de Flandes. Que podemos hacer al respecto.
Mi madre se llamaba Ana lucía Rodriguez con c.c 41 301429 de Bogotá 
Gracias quedo atenta con su valiosa ayuda 

Gracias","Cerrada","SI","Chat"
"119185991302","12 febrero 2021 03:45:43","Petición","NO","En el año comprendido entre el 01 de mayo de 1983 y 01 de mayo de 1984, fui Inspectora de Policía en Flandes. En consecuencia, comedidamente solicito el formulario ""CETIL"", debidamente diligenciado, con el fin de adelantar el respectivo trámite de la pensión.

Gracias por su valioso apoyo.","Cerrada","SI","PQRDS"
"119179409302","12 febrero 2021 02:31:02","Petición","NO","Cordial saludo.
Le solicito, enviar el recibo del impuesto predial, correspondiente a el Mz H _ lote 111, conjunto Santa Hagia Sofia, a la dirección Carrera 71 No. 97-85. Apto 304 de la ciudad de Bogotá. 

Adicional, enviar el enlace o link para pago por el sistema de PSE, con transferencia de banco o sistema similar. Intente llamar por varios de los teléfonos y celulares de su pagina y fue imposible.

Gracias.","Cerrada","NO","PQRDS"
"119167838106","12 febrero 2021 02:24:37","Sugerencia","SI","Hola, sigo pendiente","Cerrada","NO","Chat"
"119155831306","12 febrero 2021 02:00:03","Sugerencia","SI","Buenas tardes 
para solictar mi factura de impuesto predial","Cerrada","NO","Chat"
"119145015206","12 febrero 2021 01:27:50","Sugerencia","SI","me pueden atender por favor?","Cerrada","NO","Chat"
"119139944006","12 febrero 2021 01:26:51","Sugerencia","SI","Hola! puedo hablar con alguien??","Cerrada","NO","Chat"
"119122575002","12 febrero 2021 12:32:23","Petición","NO","Tengo una propiedad ubicado en Parques de Venecia Mz C Casa 30 con cédula catastral 73 275 01 01 00 00 01 48 0030 802 que sigue apareciendo a nombre de la constructora   INVERSIONES Y CONSTRUCCIONES ALEJANDRIA. Y DESEO QUE APAREZCA A MI NOMBRE","Cerrada","NO","PQRDS"
"119111470116","12 febrero 2021 11:40:41","Sugerencia","SI","No encontre lo que buscaba (Cómo pagar Impuesto Predial en Línea): Buenos dias no hay acceso a la pagina para pago virtual del impuesto predial","Cerrada","NO","FeedBack"
"119108838506","12 febrero 2021 11:20:11","Sugerencia","SI","Necesito pagar el predial y Uds. no dan la talla en el suministro de la factura. Por favor","Cerrada","NO","Chat"
"119097074106","12 febrero 2021 10:52:30","Sugerencia","SI","Hola buenos días","Cerrada","NO","Chat"
"119087730406","12 febrero 2021 10:41:10","Sugerencia","SI","Buen dia. he tratado de pagar el impuesto de la casa por la plataforma pero no me deja entrar sale error de seguridad, quisiera que por favor me indicaran como puedo hacer ya que estoy en otra ciudad. Gracias","Cerrada","NO","Chat"
"119076955206","12 febrero 2021 10:38:33","Sugerencia","SI","Buen día, me encuentro en Bogotá y necesito ayuda para acceder a la app y poder pagar mí impuesto predial","Cerrada","NO","Chat"
"119064198606","12 febrero 2021 10:20:37","Sugerencia","SI","Buen día quería validar la cotizacion de un predio","Cerrada","NO","Chat"
"119053015403","12 febrero 2021 09:44:22","Queja","NO","el día 25 de Enero solicite por medio de la pagina de la alcaldia una certificación de nomenclatura y estrato de mi lote ubicado en flandes tolima, conjunto venecia IV, envié la información solicitada, y al día de hoy no he recibido respuesta ni por correo, ni revisando la solicitud con el número de radicado en la pagina, el numero celular que esta ahi siempre esta apagado y el fijo esta dañado, asi que les solicito me envien la certificación a mi correo electronico lo mas pronto posible, numero de la solicitud en la pagina es el 4071","Cerrada","NO","PQRDS"
"119048915404","11 febrero 2021 07:01:02","Reclamo","NO","aclaracion liquidacion impuesto predial 2021  aparece tasa I/MIL  12   dede ser  10 ?   y aparece otros cobros ($33.400)  que corresponden a ?  quedo pendiente de su informacion para proceder a realizar el pago","Cerrada","NO","PQRDS"
"119036944706","11 febrero 2021 06:51:36","Sugerencia","SI","he querido descargar mi recibo para el pago de el predial pero a toda hora dice que no se puede no se cual sea el motivo ya sea que me lo envien a mi correo o descargarlo de alguna manera para poder hacer el respectivo pago","Cerrada","NO","Chat"
"119023242306","11 febrero 2021 06:11:27","Sugerencia","SI","Buenas, me podrían por favor colaborar con el estatuto municipal para conocer, como se debe tributar el impuesto de industria y comercio de una empresa que ofrece servicios ocasionales en su municipo. GRacias","Cerrada","NO","Chat"
"119012238206","11 febrero 2021 04:31:24","Sugerencia","SI","Buenas tardes, me pueden indicar a que correo puedo enviar una carta de circularización de autoría","Cerrada","NO","Chat"
"119005822601","11 febrero 2021 03:08:16","Solicitud de información","NO","buenas tardes quisiera saber  como se baja el impuesto predial por internet y poderlo cancelar ya que ingreso a la pagina de flandes y no deja.
Gracias","Cerrada","NO","PQRDS"
"118996448906","11 febrero 2021 02:58:19","Sugerencia","SI","predial","Cerrada","NO","Chat"
"118984108606","11 febrero 2021 02:55:08","Sugerencia","SI","Buenas tardes. me podria informar como puedo descargar un recibo del impuesto predial ubicado en Flandes Tolima, Gracias","Cerrada","NO","Chat"
"118977919806","11 febrero 2021 02:45:48","Sugerencia","SI","Buenas tardes, como puedo generar la factura  del impuesto predial para el pago del 2020, porque todo el tiempo sale que el servidor no se encuentra en línea por favor me colaboran mil gracias","Cerrada","NO","Chat"
"118967864004","11 febrero 2021 01:37:58","Reclamo","NO","Cordial saludo

Respetuosamente solicito hacer las actualizaciones y adecuaciones necesarias para que la página electrónica de la entidad funcione de forma continua y correcta. Actualmente está fuera de servicio. No se puede acceder para hacer pago electrónico de impuesto predial en este caso, que lo requiero.","Cerrada","NO","PQRDS"
"118953447006","11 febrero 2021 10:33:47","Sugerencia","SI","Buenos días 
Me puede colaborar con los recibos del impuesto predial de las casas:

MANZANA B casa 8 Conjunto Aragón II

A nombre de JAIRO ANTONIO GARNICA GARNICA

Con cédula de ciudadanía Nº 79.114.791 de Bogotá      

 

MANZANA H casa 7 Conjunto Aragón II

A nombre de MARGARITA RINCÓN DE HERNÁNDEZ  

Con cédula de ciudadanía Nº 41.416.542 de Bogotá.



Me los pueden enviar a este correo.



Agradezco su valiosa colaboración","Cerrada","NO","Chat"
"118947352006","11 febrero 2021 10:26:15","Sugerencia","SI","Buenos dias 
estoy intentando descargar el recibo para el pago del predial y siempre dice el servidor no esta activo
es posible que me envíen la factura a este correo 
gracias 
cedula catastral: 73275010202260001804","Cerrada","NO","Chat"
"118931942006","11 febrero 2021 10:25:32","Sugerencia","SI","buen  dia 

me puede  colaborar  con la  informacion tributaria  de  industria  y comercio para este año  calendario  requisitos para autoretenedor  y tarifas  actualizadas de ica","Cerrada","NO","Chat"
"118922346406","11 febrero 2021 10:17:38","Sugerencia","SI","buenos dias...podrian informarme como puedo pagar el predial desde casa? la pagina q uds dan no esta en sevicio","Cerrada","NO","Chat"
"118911137606","11 febrero 2021 10:13:46","Sugerencia","SI","Buen  dia  solicito me envien recibos de predial año 2020 y 2021 , Urbanizacion aragon etapa 3 , casa h14.
Ficha catastral : 010201560014803","Cerrada","NO","Chat"
"118909546206","11 febrero 2021 09:06:43","Sugerencia","SI","Buenos dias, es que necesito saber como se presenta el ICA Anual en flandes, fecha de vencimiento, donde consigo el formulario","Cerrada","NO","Chat"
"118891156501","11 febrero 2021 08:23:33","Solicitud de información","NO","Buenos dias. Quisiera saber si es posible que el recibo del impuesto predial de mi casa ubicada en la Urbanizacion Altagracia Casa 4 Manzana A, llegue a mi lugar de residencia en Bogotá D.C., o si hay alguna forma de poder bajar el recibo por la pagina. Mil gracias","Cerrada","NO","PQRDS"
"118881880006","11 febrero 2021 07:46:47","Sugerencia","SI","Buenos días, como descargo el impuesto predial para el pago","Cerrada","NO","Chat"
"118878911006","10 febrero 2021 05:32:01","Sugerencia","SI","Buenos días
Dios.les bedice quisiera poder optener vía email el plan de ordenamiento del.municipio
PLanes de invecion vigencia 2020 y 202¹ y planes donde inversion involucre niños y niñas dEL.municipio
Todo por cuanto ws5oy tomando un Curso y requuwro esa i formación gracias 
Respetados/as participantes:
 
Reciban un cordial saludo de Bienvenida en nombre de la Universidad del Rosario y de la Coalición “Niñez ya”.
 
Mi nombre es Gabriela Baquero Rincón, soy la monitora del curso ""CREACIÓN DE NUEVAS FUENTES DE FINANCIAMIENTO MUNICIPAL PARA LA GARANTÍA DE LOS DERECHOS DE LA NIÑEZ EN COLOMBIA"", que se realizará desde el 08 de febrero hasta el 24 de febrero del 2021. La información general es la siguiente:
 

Este programa de formación se rige por el Reglamento de Educación No Formal, el cual adjuntamos para su lectura.

 

Adjunto encontrara el cronograma del curso.

 

Adjunto encontrará un manual de ingreso a la plataforma de las clases remotas. Es importante que lo lea con detenimiento.

 

La asistencia se tomará al inicio, a la mitad y antes de finalizar la sesión, verificando las conexiones en la plataforma.

 
 
LINK DE CLASE REMOTA
HORARIO
https://urosario.zoom.us/j/82314492187

Código de acceso: 

Lunes 08 de febrero: 7:00 am a 11:00 am

Martes 09 de febrero: 7:00 am a 10:00 am

Miércoles 10 de febrero: 7:00 am a 10:00 am

Jueves 11 de febrero: 7:00 am a 10:00 am

Viernes 12 de febrero: 7:00 am a 10:00 am

Lunes 15 de febrero: 7:00 am a 10:00 am

Martes 16 de febrero: 7:00 am a 10:00 am

Miércoles 17 de febrero: 7:00 am a 10:00 am

Jueves 18 de febrero: 7:00 am a 10:00 am

Viernes 19 de febrero: 7:00 am a 10:00 am

Lunes 22 de febrero: 7:00 am a 10:00 am

Martes 23 de febrero: 7:00 am a 10:00 am

Miércoles 24 de febrero: 7:00 am a 10:00 am","Cerrada","NO","Chat"
